,country,league,season,home,away,hg,ag,res,ph,pd,pa,maxh,maxd,maxa,avgh,avgd,avga,date,kick_off,hw,aw,x,h_pl,x_pl,a_pl,overround,phf,pdf,paf,herr,xerr,aerr,herr_avg,aerr_avg,h_nth_game,a_nth_game,h_rolling_err,a_rolling_err,h_last_err,a_last_err
3037,USA,MLS,2020,Inter Miami,Orlando City,3,2,H,2.77,3.51,2.54,2.96,3.54,2.56,2.73,3.41,2.49,2020-08-23,2020-08-23 01:00:00,1,0,0,1.77,2.51,-1.0,1.0396119026267694,0.3472553838723373,0.27404484710153115,0.3786997690261316,0.3472553838723373,-0.27404484710153115,-0.3786997690261316,0.04180599401225821,-0.11776552736330725,,1.0,,,,
3038,USA,MLS,2020,Colorado Rapids,Real Salt Lake,1,4,A,2.17,3.54,3.38,2.19,3.59,3.55,2.11,3.44,3.38,2020-08-23,2020-08-23 02:00:00,0,1,0,-1.0,-1.0,2.38,1.0391733569594528,0.4434577638094109,0.2718371038040739,0.28470513238651524,-0.4434577638094109,-0.2718371038040739,0.28470513238651524,0.04164626268973626,-0.11763304854179644,,2.0,,,,
3039,USA,MLS,2020,Portland Timbers,Seattle Sounders,0,3,A,2.19,3.86,3.09,2.25,3.86,3.2,2.18,3.64,3.05,2020-08-24,2020-08-24 03:00:00,0,1,0,-1.0,-1.0,2.09,1.039312957548419,0.43934889991491055,0.2492678991745218,0.3113832009105677,-0.43934889991491055,-0.2492678991745218,0.3113832009105677,0.04148798853290683,-0.11749187833796218,,5.0,,,,
3040,USA,MLS,2020,New York City,Columbus Crew,1,0,H,2.44,3.46,2.89,2.5,3.6,3.0,2.4,3.41,2.83,2020-08-25,2020-08-25 00:00:00,1,0,0,1.44,2.46,-1.0,1.0448741678599076,0.39223485294233024,0.27660492519632535,0.33116022186134453,0.39223485294233024,-0.27660492519632535,-0.33116022186134453,0.04160336579093624,-0.11756216397727909,,3.0,,,,
3041,USA,MLS,2020,DC United,New England Revolution,1,2,A,3.15,3.34,2.33,3.18,3.5,2.55,3.02,3.29,2.34,2020-08-26,2020-08-26 00:00:00,0,1,0,-1.0,-1.0,1.33,1.046046064421331,0.30348598236535157,0.28622180971582556,0.4102922079188229,-0.30348598236535157,-0.28622180971582556,0.4102922079188229,0.04148988688657706,-0.11738858476915805,,3.0,,,,
3042,USA,MLS,2020,Chicago Fire,FC Cincinnati,3,0,H,1.79,3.73,4.6,1.81,4.0,5.08,1.76,3.68,4.58,2020-08-26,2020-08-26 00:30:00,1,0,0,0.79,2.73,-1.0,1.0441470369702295,0.535038838493609,0.2567612656577909,0.20819989584860002,0.535038838493609,-0.2567612656577909,-0.20819989584860002,0.04165213177533676,-0.11741843727115656,,3.0,,,,
3043,USA,MLS,2020,Philadelphia Union,New York Red Bulls,1,0,H,2.34,3.51,3.01,2.47,3.69,3.01,2.36,3.44,2.88,2020-08-26,2020-08-26 00:30:00,1,0,0,1.3399999999999999,2.51,-1.0,1.0444766258719747,0.4091526959673766,0.27276846397825105,0.3180788400543725,0.4091526959673766,-0.27276846397825105,-0.3180788400543725,0.04177290093872554,-0.11748437890861407,,5.0,,,,
3044,USA,MLS,2020,Montreal Impact,Vancouver Whitecaps,2,0,H,1.69,3.76,5.32,1.73,4.1,5.5,1.68,3.79,4.97,2020-08-26,2020-08-26 01:00:00,1,0,0,0.69,2.76,-1.0,1.0456433479519016,0.5658869991286735,0.2543481458849623,0.1797648549863643,0.5658869991286735,-0.2543481458849623,-0.1797648549863643,0.04194508034023341,-0.11750483898616919,,4.0,,,,
3045,USA,MLS,2020,Sporting Kansas City,Houston Dynamo,2,5,A,1.62,4.17,5.3,1.64,4.49,5.8,1.59,4.16,5.21,2020-08-26,2020-08-26 01:30:00,0,1,0,-1.0,-1.0,4.3,1.045771349377521,0.5902666495737453,0.22931222357541187,0.1804211268508429,-0.5902666495737453,-0.22931222357541187,0.1804211268508429,0.04173745744042586,-0.11740699794648544,,4.0,,,,
3046,USA,MLS,2020,Orlando City,Nashville SC,3,1,H,1.98,3.67,3.78,2.02,3.75,4.13,1.94,3.57,3.81,2020-08-27,2020-08-27 00:30:00,1,0,0,0.98,2.67,-1.0,1.0420803336334672,0.4846560181109294,0.26147654383096464,0.2538674380581059,0.4846560181109294,-0.26147654383096464,-0.2538674380581059,0.04188286734215616,-0.1174517978283343,,5.0,,,,
3047,USA,MLS,2020,Montreal Impact,Toronto FC,0,1,A,4.3,3.71,1.85,4.36,4.17,1.88,4.13,3.74,1.81,2020-08-29,2020-08-29 01:00:00,0,1,0,-1.0,-1.0,0.8500000000000001,1.0426404590511655,0.2230473002616057,0.25851843426547294,0.5184342654729214,-0.2230473002616057,-0.25851843426547294,0.5184342654729214,0.04179591946962457,-0.11724310532314845,,5.0,,,,
3048,USA,MLS,2020,Atlanta Utd,Orlando City,1,3,A,2.19,3.52,3.29,2.51,3.69,3.32,2.2,3.49,3.12,2020-08-29,2020-08-29 20:30:00,0,1,0,-1.0,-1.0,2.29,1.0446632814382741,0.43709874050281755,0.2719449550287416,0.29095630446844084,-0.43709874050281755,-0.2719449550287416,0.29095630446844084,0.041638801799029936,-0.11710918163227194,,5.0,,,,
3049,USA,MLS,2020,FC Cincinnati,Columbus Crew,0,0,D,4.84,3.78,1.74,5.0,3.88,1.8,4.74,3.72,1.72,2020-08-30,2020-08-30 00:30:00,0,0,1,-1.0,-1.0,-1.0,1.0458744784763594,0.1975491079473779,0.25294647684267435,0.5495044152099477,-0.1975491079473779,0.25294647684267435,-0.5495044152099477,0.04156035381288811,-0.11725099705817474,,3.0,,,,
3050,USA,MLS,2020,New York City,Chicago Fire,3,1,H,2.05,3.67,3.51,2.13,3.8,3.6,2.06,3.61,3.35,2020-08-30,2020-08-30 00:30:00,1,0,0,1.0499999999999998,2.67,-1.0,1.045184726981763,0.46671642385881523,0.26069990978489677,0.27258366635628806,0.46671642385881523,-0.26069990978489677,-0.27258366635628806,0.04169974924569006,-0.11730192580220691,,4.0,,,,
3051,USA,MLS,2020,Philadelphia Union,DC United,4,1,H,1.89,3.65,4.16,1.91,3.84,4.31,1.85,3.64,4.09,2020-08-30,2020-08-30 00:30:00,1,0,0,0.8899999999999999,2.65,-1.0,1.0434577472248705,0.5070646420592488,0.2625622393128713,0.23037311862787987,0.5070646420592488,-0.2625622393128713,-0.23037311862787987,0.04185227788968008,-0.11733898617350343,,6.0,,,,
3052,USA,MLS,2020,New England Revolution,New York Red Bulls,1,1,D,1.88,3.73,4.1,2.1,3.94,4.33,1.85,3.71,3.99,2020-08-30,2020-08-30 01:00:00,0,0,1,-1.0,-1.0,-1.0,1.0439138473867198,0.5095390725475955,0.2568186210159462,0.23364230643645842,-0.5095390725475955,0.2568186210159462,-0.23364230643645842,0.041671612309589226,-0.11737709342129601,,2.0,,,,
3053,USA,MLS,2020,FC Dallas,Minnesota United,3,1,H,2.39,3.6,2.86,2.47,3.77,3.1,2.33,3.54,2.86,2020-08-30,2020-08-30 01:30:00,1,0,0,1.3900000000000001,2.6,-1.0,1.0458381692691316,0.40007149684869864,0.2656030215189972,0.33432548163230413,0.40007149684869864,-0.2656030215189972,-0.33432548163230413,0.041789005000234206,-0.11744815414458819,,4.0,,,,
3054,USA,MLS,2020,Colorado Rapids,Sporting Kansas City,1,1,D,2.89,3.79,2.3,3.0,3.85,2.35,2.86,3.69,2.27,2020-08-30,2020-08-30 02:00:00,0,0,1,-1.0,-1.0,-1.0,1.04465561268539,0.33122950477066243,0.2525734218435922,0.41619707338574546,-0.33122950477066243,0.2525734218435922,-0.41619707338574546,0.04166686403436292,-0.11754597631853747,,3.0,,,,
3055,USA,MLS,2020,Los Angeles Galaxy,San Jose Earthquakes,3,2,H,2.14,3.84,3.15,2.2,4.07,3.2,2.13,3.81,3.05,2020-08-30,2020-08-30 03:30:00,1,0,0,1.1400000000000001,2.84,-1.0,1.0451667037531522,0.4470958727905791,0.24916280410724984,0.3037413231021712,0.4470958727905791,-0.24916280410724984,-0.3037413231021712,0.041799574020862505,-0.11760692405889217,,3.0,,,,
3056,USA,MLS,2020,Portland Timbers,Real Salt Lake,4,4,D,1.8,3.85,4.35,1.91,3.9,4.5,1.79,3.73,4.26,2020-08-30,2020-08-30 03:30:00,0,0,1,-1.0,-1.0,-1.0,1.0451808727670797,0.5315401094977387,0.24851225898595572,0.21994763151630567,-0.5315401094977387,0.24851225898595572,-0.21994763151630567,0.04161196286787867,-0.11764041251028531,,6.0,,,,
3057,USA,MLS,2020,Nashville SC,Inter Miami,1,0,H,2.33,3.28,3.22,2.39,3.44,3.45,2.27,3.23,3.21,2020-08-31,2020-08-31 01:30:00,1,0,0,1.33,2.28,-1.0,1.044621604347891,0.41085168789338145,0.2918550099974326,0.297293302109186,0.41085168789338145,-0.2918550099974326,-0.297293302109186,0.04173274786134465,-0.11769918022032749,,1.0,,,,
3058,USA,MLS,2020,Seattle Sounders,Los Angeles FC,3,1,H,2.52,3.92,2.54,2.6,4.08,2.59,2.5,3.82,2.49,2020-08-31,2020-08-31 03:00:00,1,0,0,1.52,2.92,-1.0,1.045628225043298,0.3795090715048026,0.24397011739594454,0.376520811099253,0.3795090715048026,-0.24397011739594454,-0.376520811099253,0.04184320447470091,-0.11778381777130162,,5.0,,,,
3059,USA,MLS,2020,Toronto FC,Montreal Impact,0,1,A,1.45,4.76,7.09,1.47,5.07,8.0,1.43,4.69,6.7,2020-09-02,2020-09-02 01:00:00,0,1,0,-1.0,-1.0,6.09,1.0407829295815403,0.6626311335554643,0.2018519209360133,0.13551694550852234,-0.6626311335554643,-0.2018519209360133,0.13551694550852234,0.0416129088427852,-0.11770101268359981,,6.0,,,,
3060,USA,MLS,2020,Atlanta Utd,Inter Miami,0,0,D,2.29,3.53,3.13,2.33,3.72,3.27,2.22,3.46,3.09,2020-09-03,2020-09-03 00:00:00,0,0,1,-1.0,-1.0,-1.0,1.0394561595789673,0.42010547408204474,0.27253301293141147,0.3073615129865439,-0.42010547408204474,0.27253301293141147,-0.3073615129865439,0.041462020482352244,-0.11776299323925436,,6.0,,,,
3061,USA,MLS,2020,Columbus Crew,Philadelphia Union,1,0,H,1.76,3.93,4.59,1.8,4.0,4.75,1.74,3.8,4.49,2020-09-03,2020-09-03 00:30:00,1,0,0,0.76,2.93,-1.0,1.0404996681377463,0.5460663136959305,0.24454878170606556,0.20938490459800385,0.5460663136959305,-0.24454878170606556,-0.20938490459800385,0.04162686997376472,-0.1177929252586463,,4.0,,,,
3062,USA,MLS,2020,FC Cincinnati,Chicago Fire,0,0,D,3.15,3.39,2.34,3.38,3.5,2.39,3.09,3.31,2.3,2020-09-03,2020-09-03 00:30:00,0,0,1,-1.0,-1.0,-1.0,1.039795995548208,0.30531019432609374,0.283695313311857,0.4109944923620493,-0.30531019432609374,0.283695313311857,-0.4109944923620493,0.04151356590312466,-0.11788868017932017,,4.0,,,,
3063,USA,MLS,2020,New York Red Bulls,DC United,0,1,A,1.68,4.03,5.04,1.74,4.05,5.4,1.66,3.92,4.9,2020-09-03,2020-09-03 00:30:00,0,1,0,-1.0,-1.0,4.04,1.0417897514671708,0.5713610586011343,0.2381852551984877,0.1904536862003781,-0.5713610586011343,-0.2381852551984877,0.1904536862003781,0.04131347624445529,-0.11778801339303883,,2.0,,,,
3064,USA,MLS,2020,Houston Dynamo,Minnesota United,3,0,H,2.1,3.88,3.28,2.36,3.95,3.34,2.11,3.74,3.14,2020-09-03,2020-09-03 01:00:00,1,0,0,1.1,2.88,-1.0,1.0388004837338507,0.45840417254992355,0.24810535112238133,0.293490476327695,0.45840417254992355,-0.24810535112238133,-0.293490476327695,0.041449602450821306,-0.11784535753890524,,2.0,,,,
3065,USA,MLS,2020,New England Revolution,New York City,0,2,A,2.72,3.58,2.54,2.76,3.63,2.6,2.66,3.49,2.49,2020-09-03,2020-09-03 01:00:00,0,1,0,-1.0,-1.0,1.54,1.0406774551636517,0.35327666319600926,0.2684113195232249,0.3783120172807658,-0.35327666319600926,-0.2684113195232249,0.3783120172807658,0.04132081737230684,-0.11768347911318919,,3.0,,,,
3066,USA,MLS,2020,Nashville SC,Orlando City,1,1,D,2.63,3.43,2.73,2.73,3.45,2.81,2.56,3.35,2.67,2020-09-03,2020-09-03 01:30:00,0,0,1,-1.0,-1.0,-1.0,1.0380736926868688,0.3662824128583555,0.28085211248322883,0.3528654746584157,-0.3662824128583555,0.28085211248322883,-0.3528654746584157,0.04118787437484087,-0.11776018556966186,,2.0,,,,
3067,USA,MLS,2020,Sporting Kansas City,FC Dallas,1,1,D,2.09,3.48,3.64,2.12,3.8,3.96,2.04,3.52,3.5,2020-09-03,2020-09-03 01:30:00,0,0,1,-1.0,-1.0,-1.0,1.0405504960858862,0.45982285465369543,0.2761579788006389,0.26401916654566576,-0.45982285465369543,0.2761579788006389,-0.26401916654566576,0.04102451906703894,-0.11780787353215812,,5.0,,,,
3068,USA,MLS,2020,Real Salt Lake,Seattle Sounders,2,2,D,2.12,3.7,3.36,2.4,3.71,3.4,2.11,3.54,3.28,2020-09-03,2020-09-03 02:30:00,0,0,1,-1.0,-1.0,-1.0,1.039587431096865,0.45373587550001465,0.2599783935297381,0.28628573097024734,-0.45373587550001465,0.2599783935297381,-0.28628573097024734,0.04086325427089583,-0.11786278808803755,,4.0,,,,
3069,USA,MLS,2020,Portland Timbers,Los Angeles Galaxy,2,3,A,2.79,3.87,2.36,2.79,4.09,2.96,2.65,3.79,2.39,2020-09-03,2020-09-03 03:30:00,0,1,0,-1.0,-1.0,1.3599999999999999,1.0405496854439598,0.3444553816910492,0.24832829842843082,0.40721631988052004,-0.3444553816910492,-0.24832829842843082,0.40721631988052004,0.04073770241818747,-0.11769169681792722,,7.0,,,,
3070,USA,MLS,2020,Los Angeles FC,San Jose Earthquakes,5,1,H,1.47,5.19,5.92,1.58,5.24,6.5,1.46,4.98,5.73,2020-09-03,2020-09-03 04:00:00,1,0,0,0.47,4.19,-1.0,1.0418692551227646,0.6529342386280322,0.1849351311721016,0.16213063019986612,0.6529342386280322,-0.1849351311721016,-0.16213063019986612,0.040937114970698824,-0.11770617204052719,,6.0,,,,
3071,USA,MLS,2020,Houston Dynamo,Sporting Kansas City,2,1,H,2.36,3.65,2.93,2.43,3.72,2.98,2.32,3.59,2.85,2020-09-06,2020-09-06 01:00:00,1,0,0,1.3599999999999999,2.65,-1.0,1.038998344626693,0.4078243394233373,0.26368916192851394,0.3284864986481488,0.4078243394233373,-0.26368916192851394,-0.3284864986481488,0.04105658329517054,-0.11777480777045478,,3.0,,,,
3072,USA,MLS,2020,Orlando City,Atlanta Utd,1,1,D,1.67,4.08,5.09,1.7,4.22,5.14,1.65,4.01,4.87,2020-09-06,2020-09-06 01:00:00,0,0,1,-1.0,-1.0,-1.0,1.0403640886492358,0.5755700352816294,0.2355887154216473,0.1888412492967232,-0.5755700352816294,0.2355887154216473,-0.1888412492967232,0.04085585848443591,-0.11779794137772244,,6.0,,,,
3073,USA,MLS,2020,Vancouver Whitecaps,Toronto FC,3,2,H,5.71,4.55,1.55,6.3,4.6,1.72,5.54,4.35,1.54,2020-09-06,2020-09-06 02:30:00,1,0,0,4.71,3.55,-1.0,1.040072858614184,0.1683837310635453,0.2113123306313942,0.6203039383050604,0.1683837310635453,-0.2113123306313942,-0.6203039383050604,0.0408973579548489,-0.11796146431847329,,2.0,,,,
3074,USA,MLS,2020,San Jose Earthquakes,Colorado Rapids,1,1,D,2.41,3.66,2.84,2.45,3.9,2.88,2.35,3.66,2.75,2020-09-06,2020-09-06 03:30:00,0,0,1,-1.0,-1.0,-1.0,1.0402744791082845,0.39887334320820894,0.2626461085059518,0.33848054828583934,-0.39887334320820894,0.2626461085059518,-0.33848054828583934,0.040754296568654015,-0.11803320117077236,,4.0,,,,
3075,USA,MLS,2020,DC United,New York City,0,0,D,4.34,4.08,1.77,4.5,4.08,1.81,4.29,3.9,1.75,2020-09-07,2020-09-07 00:00:00,0,0,1,-1.0,-1.0,-1.0,1.0404845371718945,0.2214494673511067,0.23556144321171643,0.5429890894371768,-0.2214494673511067,0.23556144321171643,-0.5429890894371768,0.04066902705193214,-0.11817139820760697,,4.0,,,,
3076,USA,MLS,2020,New York Red Bulls,Philadelphia Union,0,3,A,2.3,3.75,2.95,2.36,3.75,3.0,2.28,3.6,2.9,2020-09-07,2020-09-07 00:00:00,0,1,0,-1.0,-1.0,1.9500000000000002,1.0404323262097765,0.41788648597601286,0.2563037113986212,0.3258098026253659,-0.41788648597601286,-0.2563037113986212,0.3258098026253659,0.04051995178761877,-0.11802706101617882,,3.0,,,,
3077,USA,MLS,2020,Chicago Fire,New England Revolution,1,2,A,2.45,3.53,2.86,2.5,3.66,3.0,2.38,3.47,2.83,2020-09-07,2020-09-07 00:30:00,0,1,0,-1.0,-1.0,1.8599999999999999,1.0410997339366421,0.3920501100915293,0.27210276762726543,0.3358471222812052,-0.3920501100915293,-0.27210276762726543,0.3358471222812052,0.04037937003205193,-0.11787955559424272,,4.0,,,,
3078,USA,MLS,2020,Columbus Crew,FC Cincinnati,3,0,H,1.61,3.75,6.47,1.63,4.08,6.53,1.59,3.75,6.01,2020-09-07,2020-09-07 00:30:00,1,0,0,0.6100000000000001,2.75,-1.0,1.0423441844986097,0.5958857176539355,0.2558336014460897,0.1482806808999747,0.5958857176539355,-0.2558336014460897,-0.1482806808999747,0.040559846428290365,-0.117889432503049,,5.0,,,,
3079,USA,MLS,2020,Inter Miami,Nashville SC,0,0,D,1.96,3.5,4.15,2.0,3.5,4.38,1.93,3.35,4.11,2020-09-07,2020-09-07 01:00:00,0,0,1,-1.0,-1.0,-1.0,1.0368822227686254,0.49205596395541856,0.2755513398150344,0.23239269622954706,-0.49205596395541856,0.2755513398150344,-0.23239269622954706,0.04038686305369351,-0.11792662096155063,,2.0,,,,
3080,USA,MLS,2020,Minnesota United,Real Salt Lake,4,0,H,1.66,4.35,4.82,1.7,4.4,5.0,1.65,4.18,4.7,2020-09-07,2020-09-07 01:00:00,1,0,0,0.6599999999999999,3.3499999999999996,-1.0,1.039763575693531,0.5793717462668421,0.22109358593171446,0.19953466780144352,0.5793717462668421,-0.22109358593171446,-0.19953466780144352,0.04056185814564583,-0.1179531170806545,,1.0,,,,
3081,USA,MLS,2020,Seattle Sounders,Portland Timbers,1,2,A,1.97,3.92,3.65,2.02,4.0,3.8,1.94,3.8,3.53,2020-09-07,2020-09-07 03:00:00,0,1,0,-1.0,-1.0,2.65,1.036688856754022,0.4896495316708247,0.24607387178355222,0.2642765965456232,-0.4896495316708247,-0.24607387178355222,0.2642765965456232,0.040389767464108516,-0.11782905680359305,,6.0,,,,
3082,USA,MLS,2020,Los Angeles Galaxy,Los Angeles FC,3,0,H,3.65,4.52,1.84,3.72,4.75,1.88,3.53,4.4,1.82,2020-09-07,2020-09-07 03:30:00,1,0,0,2.65,3.5199999999999996,-1.0,1.0386898016623887,0.2637674908343588,0.21299808441270124,0.5232344247529399,0.2637674908343588,-0.21299808441270124,-0.5232344247529399,0.04046224563522151,-0.11796059650766488,,4.0,,,,
